代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
9203,聯邦貨幣市場基金,保守型,台幣,台灣,國內,國內貨幣市場型,國內貨幣市場型,國內-國內貨幣市場型,無,0.02,2.97,0,0,0,210.10億(),1999/9/30,0.12,0.37,0.75,0.94,1.49,2.83,3.93,4.53
9208,聯邦美國優選投資等級債券基金A累積(本基金有一定比重得投資於非投資等級之高風險債券),穩健型,台幣,美國,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,10.72,-0.25,1.7,-0.37,-0.03,3.04億(),2024/5/23,4.55,4.29,-5.91,-4.63,-8.4,,,
9209,聯邦美國優選投資等級債券基金B季配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),穩健型,台幣,美國,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,季配,10.72,-0.25,1.7,-0.37,-0.03,1.49億(),2024/5/23,4.55,4.29,-5.91,-4.63,-8.4,,,
9302,宏利澳洲優選債券收益基金─累積(本基金有相當比重投資於非投資等級之高風險債券),保守型,台幣,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,6.76,-0.23,0.79,-0.3,-0.03,0.41億(),2019/5/29,2.75,1.79,-3.57,-1.72,-4.27,4.87,5.27,3.2
9303,宏利澳洲優選債券收益基金─月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),保守型,台幣,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,6.76,-0.23,0.79,-0.3,-0.02,1.57億(),2019/5/29,2.75,1.79,-3.58,-1.72,-4.28,4.86,5.26,3.18
9501,宏利亞太入息債券基金A-累積(本基金並無保證收益及配息),穩健型,台幣,亞洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,4.58,-0.14,0.63,-0.06,-0.01,9.57億(),2009/12/9,2.48,2.4,-0.91,-0.33,-1.14,3.83,3.41,-1.16
9502,宏利亞太入息債券基金C-月配現(本基金並無保證收益及配息且配息來源可能為本金及收益平準金),穩健型,台幣,亞洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.37,-0.16,0.63,-0.07,-0.01,0.02億(),2015/3/20,2.27,2.18,-0.95,-0.37,-1.27,3.33,2.66,0.24
9503,宏利台灣動力基金,穩健型,台幣,台灣,國內,國內股票開放型一般股票型,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,25.52,0.13,1.3,0.36,0.3,4.61億(),2000/2/23,11.93,19.69,3.72,-0.72,9.88,25.44,66.46,95.79
9504,宏利新興市場非投資等級債券基金-A累積,穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.32,0.09,0.55,0.03,0,9.31億(),2010/9/29,2.72,3.17,-1.04,0.84,2.79,14.17,19.44,7.23
9505,宏利新興市場非投資等級債券基金-B月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.33,0.06,0.54,0.02,0,1.02億(),2010/9/29,2.57,3.07,-1.39,0.48,2.29,13.52,18.29,6.03
9506,宏利新興市場非投資等級債券基金-C月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.83,0.05,0.56,0.03,0,0.95億(),2014/9/12,2.87,3.38,-1.73,0.29,2.18,13.29,18.53,5.77
9507,宏利特別股息收益基金─A累積(本基金並無保證收益及配息),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.3,-0.13,0.26,-0.1,-0.01,1.38億(),2018/7/16,2.49,3.1,-3.38,-2.28,-2.18,3.94,-1.34,0.49
9508,宏利特別股息收益基金─B月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.38,-0.14,0.23,-0.14,-0.01,1.34億(),2018/7/16,2.51,2.9,-4.14,-2.93,-2.51,3.91,-0.66,0.86
9510,宏利全球非投資等級債券基金A累積(本基金主要係投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,4.81,-0.11,0.06,0.01,0,3.25億(),2020/11/24,2.37,1.35,-3.54,-2.51,-0.68,5.18,4.95,
9511,宏利全球非投資等級債券基金B月配現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.23,-0.09,0.13,0,0,0.19億(),2020/11/24,2.19,1.43,-2.77,-1.75,-0.16,6.7,5.75,
9512,宏利亞洲收益成長多重資產基金A累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,6.95,0.05,0.35,-0.12,-0.01,0.09億(),2021/6/25,2.99,4.27,0.8,2.08,2.25,4.38,3.44,
9513,宏利亞洲收益成長多重資產基金B月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.99,0.04,0.34,-0.12,-0.01,0.01億(),2021/6/25,3.04,4.26,0.47,1.75,1.87,4.21,2.98,
9514,宏利實質多重資產基金A累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.14,-0.08,0.15,-0.16,-0.02,0.65億(),2021/8/17,1.92,2.2,-0.7,0.05,-0.23,6.95,2.15,
9515,宏利實質多重資產基金B月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.49,-0.14,0.06,-0.13,-0.01,1.40億(),2021/8/17,2.87,2.23,-3.23,-2.42,-2,5.3,0.39,
9516,宏利全球科技基金-A累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,24.54,0.24,1.52,-0.45,-0.06,0.50億(),2022/3/22,7.55,14.94,6.61,10.39,20.74,41.69,37.62,
9518,宏利數位基礎設施多重資產基金A累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,7.45,-0.27,0.05,-0.24,-0.03,0.79億(),2022/10/17,1.38,1.16,-4.66,-3.41,-5.82,2.99,,
9519,宏利數位基礎設施多重資產基金B月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,7,-0.25,0.08,-0.24,-0.02,0.71億(),2022/10/17,1.32,1.15,-3.83,-2.54,-4.97,3.93,,
9601,柏瑞亞太非投資等級債券基金-N月配現(本基金之配息來源可能為本金),穩健型,台幣,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,7.25,-0.07,0.29,0.17,0.01,5.31億(),2015/11/5,3.39,1.54,-2.41,-1.99,-0.66,12.56,27.87,-12.91
9602,柏瑞亞太高股息基金-N月配現(本基金並無保證收益及配息且配息來源可能為本金),積極型,台幣,亞太,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,月配,17.16,0.15,0.9,0,0,0.05億(),2015/9/3,3.97,10.14,5.88,9.43,9.05,22.71,22.39,16.51
9604,柏瑞全球策略非投資等級債券基金-N月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.01,-0.03,0.39,-0.02,0,27.71億(),2015/8/28,2.39,2.27,-3.26,-2.05,0.67,9.33,13.51,7.6
9605,柏瑞全球策略非投資等級債券基金-N9累積,穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.02,-0.03,0.39,-0.02,0,8.80億(),2016/1/29,2.39,2.27,-3.26,-2.05,0.66,9.32,13.5,7.59
9606,柏瑞新興市場非投資等級債券基金-N月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.91,-0.03,0.49,0.02,0,0.37億(),2016/4/22,3.22,3.75,-1.7,-0.24,0.42,7.98,9.77,-4.26
9607,柏瑞新興市場非投資等級債券基金-N9累積,穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.91,-0.03,0.49,0.02,0,0.01億(),2016/4/25,3.22,3.76,-1.69,-0.24,0.42,7.97,9.76,-4.27
9608,柏瑞ESG新興市場企業策略債券基金N月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,5.69,-0.11,0.42,0.04,0,0.22億(),2016/5/23,3.06,2.41,-2.32,-1.67,-1.1,6.46,10.1,-3.32
9609,柏瑞ESG新興市場企業策略債券基金N9累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,5.69,-0.11,0.42,0.04,0,1.43億(),2016/5/20,3.06,2.41,-2.32,-1.67,-1.1,6.46,10.1,-3.32
9610,柏瑞新興亞太策略債券基金-N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,5.8,-0.11,0.46,0.06,0,0.37億(),2016/1/26,3.07,2.48,-2.38,-1.66,-1.19,8.26,14.22,-3.53
9611,柏瑞新興亞太策略債券基金-N9累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,5.8,-0.11,0.46,0.06,0.01,0.31億(),2016/6/24,3.07,2.48,-2.38,-1.66,-1.19,8.26,14.22,-3.53
9613,柏瑞特別股息收益基金-N月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.59,-0.15,0.15,0,0,221.94億(),2017/4/5,3.19,3.29,-4.67,-3.55,-2.89,3.95,5.5,8.94
9614,柏瑞特別股息收益基金-N9累積(本基金並無保證收益及配息),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.51,-0.15,0.14,-0.09,-0.01,16.85億(),2017/4/11,3.08,3.27,-4.72,-3.62,-2.99,3.91,5.41,8.84
9615,柏瑞多重資產特別收益基金-N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.22,-0.09,0.31,-0.04,0,59.11億(),2018/1/31,2.39,2.21,-3.42,-2.11,-0.55,6.05,9.27,11.23
9616,柏瑞多重資產特別收益基金-N9累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.22,-0.09,0.31,-0.04,0,8.04億(),2018/2/5,2.39,2.2,-3.42,-2.11,-0.55,6.05,9.27,11.23
9618,柏瑞新興動態多重資產基金-N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,多重資產型,多重資產型,國內-多重資產型,月配,12.47,0.15,0.5,-0.25,-0.02,0.34億(),2019/10/31,5.22,6.82,2.17,6.95,7.03,15.12,22.02,7.48
9619,柏瑞ESG量化債券基金-N9累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,5.81,-0.17,0.66,-0.2,-0.02,12.78億(),2020/1/30,2.22,1.97,-3.64,-2.27,-2.26,5.05,2.48,-7.27
9620,柏瑞ESG量化債券基金-N月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,5.81,-0.17,0.66,-0.2,-0.01,24.25億(),2020/1/30,2.23,1.97,-3.64,-2.27,-2.26,5.05,2.48,-7.27
9621,柏瑞ESG量化多重資產基金-N9累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,6.83,0.14,0.22,-0.12,-0.01,0.73億(),2020/11/30,4.17,4.89,-1.02,0.8,4.3,15.04,19.82,
9622,柏瑞ESG量化多重資產基金-N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.83,0.14,0.22,-0.12,-0.01,10.96億(),2020/11/30,4.17,4.89,-1.02,0.8,4.3,15.05,19.82,
9623,柏瑞全球策略量化債券基金-N9累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,5.87,-0.14,0.63,-0.14,-0.01,1.93億(),2021/4/20,2.45,2.2,-3.29,-1.82,-1.69,6.41,6.63,
9624,柏瑞全球策略量化債券基金-N月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,5.87,-0.14,0.63,-0.14,-0.01,7.16億(),2021/4/20,2.45,2.2,-3.29,-1.82,-1.69,6.41,6.63,
9625,柏瑞ESG量化全球股票收益基金N9累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.61,0.27,0.58,0,0,0.59億(),2021/9/24,6.67,9.23,1.46,4.45,11.91,29.31,45.45,
9626,柏瑞趨勢動態多重資產基金-N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,9.05,0.03,0.42,-0.18,-0.02,2.34億(),2022/1/18,3.23,3.01,-5.97,-2.01,1.69,15.8,20.79,
9627,柏瑞趨勢動態多重資產基金-N9累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,9.05,0.03,0.42,-0.18,-0.02,0.60億(),2022/1/18,3.23,3.01,-5.97,-2.01,1.69,15.8,20.79,
9628,柏瑞ESG減碳全球股票基金N9累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,16.68,0.19,0.99,-0.33,-0.05,0.26億(),2022/12/30,6.93,9.96,4.2,6.86,11.26,26.85,,
9629,柏瑞利率對策多重資產基金N台配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.61,-0.01,0.28,-0.01,0,1.61億(),2023/6/21,3.1,3.44,-4.98,-2.34,0.76,11.82,,
9630,柏瑞利率對策多重資產基金N9台累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,7.61,-0.01,0.28,-0.01,0,0.18億(),2023/6/21,3.1,3.44,-4.98,-2.34,0.76,11.82,,
9631,柏瑞科技多重資產基金N月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,9.5,-0.04,0.48,-0.18,-0.02,5.19億(),2023/12/7,3.88,4.83,-3.24,-0.38,-0.59,,,
9632,柏瑞科技多重資產基金N9累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,9.5,-0.04,0.48,-0.18,-0.02,0.72億(),2023/12/7,3.88,4.83,-3.23,-0.38,-0.59,,,
9633,柏瑞日本多重資產基金N月配現(本基金之配息來源可能為本金),穩健型,台幣,日本,國內,多重資產型,多重資產型,國內-多重資產型,月配,,,,,,(),,,,,,,,,
9704,大華銀新加坡房地產收益基金─累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,無,15.89,-0.05,0.71,-0.11,-0.01,0.09億(),2020/7/27,5.6,6.92,0.86,3.06,-2.38,-2.88,-8.98,-5.42
9705,大華銀新加坡房地產收益基金─月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,15.82,-0.05,0.7,-0.15,-0.01,2.61億(),2020/7/27,5.57,6.65,0.7,2.83,-2.56,-3.11,-9.08,-5.52
9706,大華銀全球短年期投資等級債基金月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,7.82,-0.14,-0.06,0.13,0.01,1.18億(),2023/10/12,3.08,0.78,-6.03,-5.35,-2.79,,,
9A01,施羅德中國非投資等級債券-人民幣累積,穩健型,人民幣,中國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.69,0.06,0.55,0.04,0,0.55億(),2013/5/24,0.98,1.3,1.51,2.63,1.98,8.75,1.85,-21.34
9A02,施羅德中國非投資等級債券-人民幣月配現(本基金之配息來源可能為本金),穩健型,人民幣,中國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.74,0.05,0.55,0.03,0,1.90億(),2013/5/24,0.97,1.28,1.53,2.67,1.88,8.5,1.41,-21.91
9B01,施羅德中國非投資等級債券-累積型(美元),穩健型,美元,中國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.88,0.23,0.59,0.05,0,0.03億(),2013/5/24,1.24,2.05,2.77,3.95,4.37,13.49,8.4,-12.62
9B02,施羅德中國非投資等級債券-月配現(美元)(本基金之配息來源可能為本金),穩健型,美元,中國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.87,0.23,0.59,0,0,0.11億(),2013/5/24,1.22,2.04,2.79,3.93,4.35,13.48,8.08,-12.79
9B09,施羅德台美雙利多重資產基金A美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,美國及台灣,國內,多重資產型,多重資產型,國內-多重資產型,無,,,,0.19,0.02,13.30億(),2025/5/20,3.21,,,6.2,,,,
9B10,施羅德台美雙利多重資產基金B美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,美國及台灣,國內,多重資產型,多重資產型,國內-多重資產型,月配,,,,0.19,0.02,8.09億(),2025/5/20,3.2,,,6.2,,,,
9C07,聯邦美國優選投資等級債券基金A美累積(本基金有一定比重得投資於非投資等級之高風險債券),穩健型,美元,美國,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,9.99,-0.06,1.9,-0.46,-0.05,0.79億(),2024/5/23,2.14,5.32,2.82,4.25,-1.32,,,
9C08,聯邦美國優選投資等級債券基金B美季配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),穩健型,美元,美國,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,季配,9.98,-0.06,1.89,-0.46,-0.04,0.44億(),2024/5/23,2.03,5.21,2.71,4.16,-1.42,,,
9D10,大華銀亞洲ESG債券基金-美元累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,美元,亞洲,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,3.04,0.26,0.55,0.1,0.01,0.85億(),2021/3/22,1.49,2.95,3.28,4.16,4.04,11.48,8.79,
9D11,大華銀亞洲ESG債券基金-美元月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,亞洲,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,3.04,0.27,0.55,0.1,0.01,0.34億(),2021/3/22,1.5,2.96,3.29,4.17,4.05,11.48,8.8,
9D12,大華銀新加坡房地產收益基金-美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,無,17.21,0.09,1.03,-0.22,-0.02,0.47億(),2020/7/27,3.25,7.85,10.18,12.61,5.14,3.25,-9.09,-7.63
9D13,大華銀新加坡房地產收益基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,17.2,0.09,1.04,-0.15,-0.01,1.30億(),2020/7/27,3.33,7.93,10.23,12.69,5.22,3.22,-9.11,-7.6
9D14,大華銀全球短年期投資等級債基金美月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,1.4,0.69,0.13,0.04,0,0.15億(),2023/10/12,0.6,1.68,2.46,3.24,4.65,,,
900000,宏利亞太入息債券基金A-累積(人民幣)(本基金並無保證收益及配息),穩健型,人民幣,亞洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.59,0.02,0.71,-0.12,0,8.77億(),2015/3/20,1.04,2.28,2.36,3.21,1.42,6.18,4.63,4.3
9000000,宏利亞太入息債券基金C-月配現(人民幣)(本基金並無保證收益及配息且配息來源可能為本金及收益平準金),穩健型,人民幣,亞洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.74,-0.01,0.74,-0.12,0,0.01億(),2015/3/20,1.05,2.25,2.3,3.12,1.01,5.04,2.27,-8.12
9000000000,宏利新興市場非投資等級債券基金-A累美,穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.46,0.38,0.39,-0.02,0,0.73億(),2015/1/26,1.79,4.15,4.02,6.24,8.5,22.99,29.19,16.48
90000000000,宏利新興市場非投資等級債券基金-C月現美(本基金之配息來源可能為本金),穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.48,0.37,0.39,0,0,0.62億(),2015/1/26,1.79,4.12,4.01,6.25,8.52,22.98,29.23,16.5
9E+11,宏利特別股息收益基金-A累積美元(本基金並無保證收益及配息),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.34,0.11,0.4,-0.17,-0.02,0.32億(),2018/7/16,1.58,4.04,1.49,3.02,3.85,13.17,6.62,9.02
9E+12,宏利特別股息收益基金-B月配現美元(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.33,0.11,0.4,-0.13,-0.01,0.91億(),2018/7/16,1.65,3.99,1.52,3.05,3.86,13.18,6.61,9.03
9E+13,宏利特別股息收益基金-A累積人民幣(本基金並無保證收益及配息),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.22,0,0.39,-0.18,-0.02,0.79億(),2018/7/16,1.35,3.21,0.27,1.71,0.99,7.13,-2.76,3.21
9E+14,宏利特別股息收益基金-B月配現人民幣(本基金並無保證收益及配息且配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.34,0,0.4,-0.14,-0.01,0.29億(),2018/7/16,1.31,3.29,0.42,1.95,0.95,7.34,-2.95,3.18
9E+18,宏利全球非投資等級債券基金A美元累積(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.57,0.34,0.63,-0.05,-0.01,0.12億(),2020/11/24,0.82,2.27,2.88,4.13,5.54,14.15,13.23,
9E+19,宏利全球非投資等級債券基金B美元月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.56,0.34,0.63,-0.05,0,0.38億(),2020/11/24,0.82,2.27,2.88,4.14,5.54,14.16,13.24,
9E+20,宏利全球非投資等級債券基金A人幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.62,0.11,0.61,-0.06,-0.01,0.60億(),2020/11/24,0.57,1.5,1.67,3.03,2.57,7.95,2.53,
9E+21,宏利全球非投資等級債券基金B人幣避月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.78,0.17,0.68,-0.06,0,0.04億(),2020/11/24,0.56,1.5,1.04,2.26,3.39,8.96,5.82,
9E+22,宏利全球非投資等級債券基金A澳幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,4,0.3,0.7,0.01,0,0.01億(),2020/11/24,0.88,2.1,3.3,4.67,5.41,13.15,10.52,
9E+23,宏利全球非投資等級債券基金B澳幣避月配(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.98,0.3,0.7,-0.03,0,0.05億(),2020/11/24,0.85,2.12,3.26,4.65,5.35,10.95,7.79,
9E+24,宏利全球非投資等級債券基金A南幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.43,0.67,0.6,-0.03,0,0.00億(),2020/11/24,0.93,3.31,4.73,6.35,9.54,20.83,23.05,
9E+25,宏利全球非投資等級債券基金B南幣避月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.85,0.6,0.68,-0.05,0,0.01億(),2020/11/24,1.33,3.18,4.79,6.55,9.56,19.57,21.01,
