標題,連結,來源,時間
巴布亞紐幾內亞近海規模6.3地震 未發布海嘯警報,https://news.google.com/read/CBMiWkFVX3lxTE90Nkt5NWg5NzhhQ0tZSktFbzlEZVdXbHFVQXZZSXFQVF92R0o2QzdKLVAwMkVycWJkc1BtWExHRVFGRlUxTHFQdzVuWFBaY0tUblJYWUd0LVFXQdIBX0FVX3lxTE5IUm50WDIzVF8xX1VvTEJoLUpPM05vLXhpVVdabXNaREl1azUwSThVRWhCeHZIa3Fodi03X244UnR3SHd6cWEtTGQzY0ZKN0YtaDVDSE5sRkhTbGctdDA0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,9 天前
東加地震規模6.9 無海嘯警報| 國際,https://news.google.com/read/CBMiX0FVX3lxTE9Hb01OU1F1QXJybERRYU1vMkFxSFdpY1NuZHBMY1RQQlF1LUdYX3hzSDdMS2ZKbno1QVlUQTRNalJ0emJKWTJkdjBnTDBjTHpfMVdHdlE2aHd4XzV5T3E0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月26日
週五收到「地震、海嘯警報」別驚慌 氣象署：防災演練,https://news.google.com/read/CBMimAJBVV95cUxPR1lKczJWU3dlbnlfOUc1UXJkYUMtS0xGVlNBZEVUWDF3WDRMZThob2hCZVpBWVkwa2NZd2V3a3dOSEt5TTJmc3kxVHhNWlhOZHNiRlBWZ3Y4ZHBrZlVDc2NlUmphcnI2cFpycFRfRE5pVkd2TzJjZmoxdk85NTllMVFrci1rYzRoSVk4Y0hsOWp1OGdyajd2M01ZSHB2SHBJcTI1U09FS2QtdERsd0xScDVQMFMzMTJqd3ZEVXRCODM4MjBYVFBvUkgzNnZtV1A0SG5LZ2duOEJRNFlMN25OTXJlOEJNRXZ2NG9CTjQ4OFQ3NzhQTS1kX25Cd1BHMDFyakNRTEF4Y3ZjWnlRTTdjZ2o5X0txYUZU?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,3 天前
加拿大西岸外海發生規模6.5地震 未發海嘯警報,https://news.google.com/read/CBMiWEFVX3lxTE5HWUhpSzZSWDJZWFdiSmx3LTFWNXRueWk0bGpZSlRTZEpBX0x5VWFKWTRlenFnak5fTzVtdnVycUNZR25sTzZvbmFmRXJpTzVIN1pyNE52azbSAV9BVV95cUxQYjhiQWhNcGh2Z0FJYUJCczNCa3VhazdzbkJ6Zk1hbWZ6UkZfZVJib3YzOEc1UHAxQmh2cm5iWXhpRnZIbVZEQTMwNDRNbFVGc25leTFXRzh5UFFseXoybw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,三立新聞網 Setn.com,5 天前
加拿大西岸海域發生6.5級強震未發海嘯警報| 國際 | 2024-09-16,https://news.google.com/read/CBMimwJBVV95cUxQSlhiNWFBM1dTRUZBei1UNjdSam9mcEVSTU9VS1lRek9jSlJucHR0OXVzZW5UcVBQcmhoRTAxMUplaDAwOWtkUVRXMTlmNGd0dHRDcTZiS2pEYURsTzB3VjhuQjBJUnk0LUxlMmhUcElKOHRuU1pwU0RiMHBob3UzdWh2SXI4T055TzFZWGgwV2NFajZKTUQ2ODdaalNpTldsMVpnTVh3dDBOU3k5alJhMUhlTk13S1REbjhNQlVQNFk4cjZmUnFLM1lDWHlzT21qblRpWXZtMnJyQnM3cFBBWEJqRXFwcHpqZHZqcjYwX2FjT3I5VHVkYXNzS1lEZV9ZUlVGZThCbW1DMTRpUjl2ZVFrZGd2dU1Xc0NV?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,5 天前
地球去年神秘震動9天的原因找到了 原來是浪高200公尺的海嘯惹的禍,https://news.google.com/read/CBMia0FVX3lxTFBqdUhSektHVUpDN0VzZFA5bERlc2hXZkh1bGJKa1NhYVliYWdWQWdsdGE5bmFyWXNTbk80NllDV0U4R29zemtIZ1c3QmNXRXBneFZLREVIMGVDSlhRLVVhVm00Y3cyMGZFbEZj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,上報,8 天前
加拿大西岸外海發生規模6.5地震 未發海嘯警報,https://news.google.com/read/CBMiWkFVX3lxTE9nTm5iM1p5cEZtTU81OHg0bXZOMFlGXy1LYTRDdEl4VW5LOVNSNGVqOWVGOHNxN2p4XzJ0dUE5ZVNhejBaZUFNdmJLbDR6R0F4WkRVSEI3RnAxQdIBX0FVX3lxTE91cy13b0NOYnNra0pEVzNuQ0hQQjNvbmtsTzRndVI4ZUxwdTRzdmp6NVduV0F1RS1NR2k1ZkdONDJ2bnR3WGlUaEdDZjlsV3dEa1doMEZhcGt1U0xPUU1n?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,5 天前
地震速報測試20日上午9時21分發布沿海地區10時海嘯警報| 生活,https://news.google.com/read/CBMiX0FVX3lxTE5PUFdObjY3ZDVkQ0xxSGNFZGNQc183eTZpVG1HaW9RUF9EZGlyZ0ZOakFwdmgzOHFlZ3RBSmRjWnVIWnhPdnI0TFNpTDRnbzM4dDY4cVJUV2dtNEhwRUI4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,3 天前
10：00收地震警報別慌！921「國家防災日」演練內容一次看,https://news.google.com/read/CBMiogJBVV95cUxOSWhMaWhMZ2tld1ZHZldxa3lPSTdSSW43ZHAyblpCVmZLSzhDcU1pVFEwd0JKUU8yaHhLQW5JVlgtdXRqR3JKaGg4Vm9RQ2FCd3lzRXdXU2EyZEVDRzVzc3o3WHl2TUtnbHNmVk5QVmRzdVowbW0zVlFNZWlYYTZjVFVnX1lkQmZTU01PX1YzSXBUUVJFbTM1bHM5WTBQd3Z5QWRkMFNhd2xvTHpjZ0F5U2lXODN6Ui1Wb01yYVlQelgwN3ZqNkZVV19iSmExYzlia08ydWk1ZnlOcHpIN3lKZ2FoSExkZDk0aWJWZmZOV2V4UTBSMUFaSEM5QklsQ21Xd2NuM0Etb0ZEQjhUQW1vdGpqMjlSSDFDcVB5QTNGdHIzUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,昨天
東加地震規模6.9 無海嘯警報,https://news.google.com/read/CBMiWkFVX3lxTE9Yc3o4RHpDQ0JKRXh4T09LMVVlOGRodEl0NkFELWtwRGVuYlR4cnR5aVhmRGxyQVhlX0IzOEFXV3lxVlFkY1piS0RHeEVfYURoWEd6Y3JfOTBTQdIBX0FVX3lxTFBpTElfYTh1Wjg5cWZHQ3hIZjl3eW9ZZ3hQUU9zLXR4V1BsalFnbm1GSUNKcVRUNy14eUQtcFdVWV9uWU5wRDdLNVcwRkVDbTUwc2tOTzlJZy1LbnpHc2Fr?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,8月26日
921國家防災日！全國同步試放地震、海嘯簡訊警報,https://news.google.com/read/CBMivgJBVV95cUxQb0dRYXFKZXR4SzZFWXFCaWF0bXRIazJIMnFvNkZyUGtHYkhBQTNTVlFjd3I1OVYxaWZwYVAzX1hoMk1ncUxCMjZESHlwTlhHU2d2RW93MTBOQkV3Y21IY09yRkcxWkZiT3VNTFJoS1RaOW8xcTFLanRKTGZaUF8tLVIyLVF3blNweFZuTzBsQTBnWDVQanhUTFozZ0VtS0x4SF8xbTVNSENldGs3WkRNTVpEdXNmQmpxX3BwNnFtdm5LS0xIWl9xZWlQM0V2T2RsRE5GT2prNmdxMVpmZWRtQ2U3SXVYbTJ2UDJQT3BfYmREYXBqZGE4cU02QkZJTGpnc3UyUEltYmpzYUp0VF93M1NBZm9MTkprd0pMWnpUQWpndl9sdmd5MVpjNzQ5TTFSVlFWMW41WTRIb1RDVHc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,21 小時前
收到國家級警報別驚慌！氣象署今演練地震海嘯避難機制,https://news.google.com/read/CBMiUEFVX3lxTE5SNzBGQ08tbFYxREJPOHZJQWt2X3NEOXVrQTBhMVdFR3BnM3N2OVBBeW44YVB1el9WU05mZUNFc1FXR1h1LVkzdlBmT0g3LTV40gFWQVVfeXFMTzlPZldqaUxtQzRWZEc1UlJ6WldvaVhPRVhMakV4Nk1DZVJUOENzSmFtakE1T1N0SkNkMS1JRFdrWXlHcFpzQmRfTEthSU1IYnNLNDdvSXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,昨天
國家防災日演練9／20登場 收到地震、海嘯簡訊別緊張,https://news.google.com/read/CBMiywJBVV95cUxNWjFTdVJTcFBLeHV4UWdDTmZabU9WT0JPdk1TZk5pOUxKRk4zVGNVUTNVdFhReWtCM3EtS2p2R3IyM1BpTnNwZGYyOFdVdjBiWWthUGJ3blRaYWwxQnV6eF9uZjFpRVQzR0FlU2YwLThwanRUSzBmaXdxN0Z0a3dJR3YwUnhURk9XM2dwZUlSTDVvTVdrTzVVRmZLMmYtTEZGVmMyb01VTjJyLTVjeEtXR0dNcGt0Y013YzhKRlZSZk56YzR3ZHVkTmxCc1lOVktyeU4zT0ltNjd6RGRsckVtYUhycGpTRXZQOEpRU2tYYjV6c1Y3OC1USWQ5NmdoOVo3Vk1QTXlaMzdCanpVVHBMY0QxRTdVelBLNldpamFZbTJWY1ZUQzJHc2VoZzl2THRiME1tOHdmVEtROHh2V3ZSekppWmtfeW5rSXhj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,3 天前
日本愛媛縣發生規模4.7淺層地震 無需擔心引發海嘯,https://news.google.com/read/CBMigAFBVV95cUxNODNCZWxzb21rMW1OUmdSUG1Ea0lYZUMwaE0zQjNmdXBsU3ljdkhmV2I3ek9lLXJKUDdkXy05MkdHZmw5Q0NlVE1aS2xrZlpUWmNMQ09QdEIwZkctV083WFlPd01jMndTbUEtMHY0S2xzcThUQ0xWUFlnTVV2YnBtMdIBVkFVX3lxTE9WbnpCTFBYN2VFemRUZ0VoS0xBbEJhcEpEMVFZY3AwbS1oZVRaVXQxQ2p6SkRZZ3RoU1NHT0d5cGU2NUhxTGVBZFc4ZjVZbEJmVUdiTnhR?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,15 小時前
金融海嘯16周年 央行透露彭淮南曾問Fed前主席「為何不救雷曼兄弟？」,https://news.google.com/read/CBMilANBVV95cUxQampnLVR1N2NxUWktR19ZVzdna3RHQlpocEt4Ml8tY3FQSkVKRGZxSTREbGQ0RllCMmVwcjA5b2tDSGxDZUhiellJVkxUQkM4MjdtUGRVTWJ1a0ZfcXFiX01iOW9FUHJQQUlYYnhwdk9lQzhrTGNiLU9fbjhacjRkSmMyYVdIM2NjeUFJUHoycFBlRkVqZmJlNnEza3RZU1JDY3YzVnBBVnZXdFJiRnM5VE5Ray1adU5OZWpfc3ZrYnlGVk1HSmhfb01GTXF3TlZXZjdoRHA4Y0h1UVhuckRhcEZpd3gxUHo4cEdkVnFmNHhyRDNIWE1BNnFldW1tQUNaRHNzZUlFUV9LbFNHem55bTZGZnFaQmI1QW9ldjh3MU5LaTBTdzZXLWY5dDd5STRGaGpxRDdNVjZsam1icVlNcFlzdHZUR01hRFlnVTNjSktoR3dJTFBZMmV5TXdtYjRhZzVuMDViQmJId1NMV2ZOZ1hKSEo3UlprMW1mV082ek4xbmYzdTU1dHBMdkdqdEMyWEhodg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,6 天前
配合國家防災日 9/20發布地震海嘯演練訊息,https://news.google.com/read/CBMipgJBVV95cUxQQmxMaTEyMlBoZXFhbFA1Zm1YbDRmNW5pVzZMQzdqemNRLU56cGdnRm0ySW1jSGdVSl9LX3hPQlF0LVNpNS11dVlCZHhiWmRQWWlOd3huM0V3ZzF5ZmpBVXc4b1BUbmw0OHBsdzhpQW90enVRalZXd1BJR0dldmFQUXlRR0QxN3lLWW8ySDR1TC03NTQzUWI4eDc1eXNQU3A1d1dJX3MtRGx1VFRGeUJiSGt1ZVpRTElEeTFwaDVaQXFoN0RmVGhDd1k1Z1V3c3NNS083clJqTG5ZZUpxa3dQeWxCdkR2QUkxS2ZjSHJJWUNmdy0zQVF5aGRkRDQyUm9vZ2RDd1N5MFR2a3ZtV1lPZ1hvdDJyOFFJWG1OdDNkT0NQSmFXUWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,3 天前
最大震度4級！日本愛媛縣發生規模4.7淺層地震 無需擔心海嘯,https://news.google.com/read/CBMiUEFVX3lxTE1vU2NRd3JvVndoZHVXRzZfOG50X2JEYnowQmhwclZld1RXYzM5ME5ueXlQc0FvcVNEUDc3bXJXc0dLRndZbm9rR1VEQWF3T3M4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,15 小時前
9月20日收到地震海嘯「國家級警報」別驚慌 氣象署：演練訊息,https://news.google.com/read/CBMia0FVX3lxTE9qNnh1QmpZWnBPc2VrQ1J3ZWdfaXc3NEx4YlRVY19wY0EwdEY2NVZyaW9QUU5xZTVTejhXNDRxaEs5ZUZDZmZBOUo3LVAtTF8zYVBNdURQbmNRVmZ6SVZ3T3Yxb2Y0T2MwTmdB0gFwQVVfeXFMTUdFSVBjYUc3UEQ2SlJWcmkzMno2ZjY4eFlHbWJ1QmVRZkllTEdlQnJxVWZUeDRHMjMzMXJ0Rk4wcTctLTJSOTFzRm1teU1jaFFWSC1wampOdFFPOTlvUTRkVlIwMVBibFdHNU54eEdNQw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,好房網News,3 天前
收到國家級警報別驚慌！氣象署演練地震海嘯避難機制,https://news.google.com/read/CBMia0FVX3lxTE8tMVcycWxuZWlPYUhSY0hDd1dnUVg4TXRtQkNMUldxR1Y5Wjl5QnhZSVJjZGMzbjNpMkVCdHk3MU1VS2ZrdjdGR0FBUTdfZW5oNFF1aEsybU93YmhyUU5GU1RveTdYRl9kc2pJ0gFwQVVfeXFMT2ZhS1JUek43Qk1Vd1FUM2pQTWJyVjVyaFVrcEJkU2N6dDZ3SlgyY0VXNlNMaUxFNFNWR0FMTjhCUXh6eFBBLUw1S0Z3bEpOWWE4UUhRS3RRT1JKS2U0LWdBNEZYdW9ib0ZsUk1Tclpncg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,好房網News,昨天
國家演練日9:21登場！氣象署連發地震速報、海嘯警報| 生活,https://news.google.com/read/CBMiWkFVX3lxTE5KQlBTWVdPSjB6RlRLZDZrb1FKNXRkY0stdFNXRkF5X3IxZEJibmN5ZWdUUkIyUzNuSS1Na19yMGtaR2NObERvVEJaRFlHdkNrNWx3b0FndHFmUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,昨天
國家防災日訓練動員演練9/18登場 無腳本、半預警模擬地震救災,https://news.google.com/read/CBMihwNBVV95cUxOeTFQN3E0dXJzUHVUdmZ4bDBWUlJqNllMZ3FNakdrVTFGUzZkUjB6R3E3QjRfSHlhWE83V3F6UlFSWEVQRS1OMlI1OXkyd1JUYjFyZThXVTNra2dMX0NVUHF4dkJZMlNZYUR5X1lFNjg4V0xLTzdPOW5lY0dOV0c0U01KNlpxT0QybVQyQ25nMjRheGhvNWVqc3NSczVUVkNBZzRzcUlRaWxQbk14SXlXdE44RFJBVTJRZFlyMWw3cmZ0N2p0U3dyVjJuOHZGaUtwN0g2eXNjSHBGSjFDYS1WVk1zTU9uR1NCLVBJTGlrd1h2NnBWZDdiVWtESkZoWkltRGwtNFBHUl95a3h4bHpFdHVZbkdqdV9zMFV0YXI5Z0ZrX0xzejFMQ2FsbXdnelUzYTlZZE9zYllBbWJOSWVKOTVMM3h0NzdrUFQzdW5URFdCM1FPb1QxNWZaS2ZxUWhRRG91R3RVdHEtMUk4MzRMcXI3T1JkWFFwbHF4WllGQ3h0VWNsYjZR?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,9 天前
不要慌！ 配合國家演練9月20日9：21發布「國家級警報」,https://news.google.com/read/CBMiV0FVX3lxTE1Pek5EZHVURVlnZi0tR192aU5QbF9HSXRxczhVWFktMjFjRmhidkl3ajhBU3JjWTlhS25DeEhVcVpZUTNvVGZGNURkRnRISVpWVldENTJSMA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台視全球資訊網,9 天前
金融海嘯滿16年 央行：彭淮南曾問柏南克為何不救雷曼兄弟,https://news.google.com/read/CBMiUkFVX3lxTFBkUGZxQmZHZHpYSi0ySXpaQ01OSnNxbkZ4VXFJbFQ4M0Y0THBnVGhheVF3WkNST0VyWFlyakxERUYwa0FpWVotQXlFanZYd0ZCVmfSAW5BVV95cUxNVWpLdkxIdTNQTzFrOWtuSWZpejdfMWkyeVBPSkhqLWxNSmdVd1Q0aUpTTy1lNTBGTGptNkYyQ25MVFcwenZMcW9XdjZxd0xkMWg0dGNOYlFaNzJrVWkzUWxyWFhrbFZqeGVJWHh3UQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,ETtoday財經雲,6 天前
國家防災日演練 內政部：9月20日9時21分模擬地震發送「國家級警報」,https://news.google.com/read/CBMiiwNBVV95cUxOZUxpSEVmMHZnNm93djBvNWZIdXdzbUhHSURPQTFZY3RTbmVmNkRQMkNSOEVFTTJ2OS1vUTRiaHp0UUFTbmxuOUs3dHdVT0RPdld6RkRtVm1rRzdjQjFYSmI0ZEI0VXRqVjh5N0RLOXJiLWZqdEdxdDZXUzVCb2c0UjRpNTlZX19NWWdFSFRBa2pQb0dIaE13RXZZcjFtY3FtWWxVLTRUS0hwSVgyaG1yYkNQbnZqZ0M5eUxuMlFwSnFQeGJVWFRJcmtPd05UcmRid3J1bktfS3ZtSFNLUkhXNUl4cDNORGs1QTJkVWZCaU54bktaQWc3ZFZLSEwwaDFxYm1Fb0hacWlOS1BTZXVEWXBjRERJRmgtYm54RU5nNXpRbGhyNmJCNFBxOUp6UDR5U3RmUkV2S2lPR3ZEbFNoeEZDQUNRTHdhYTVmUlk4Mkl6SUlpbzBwQ01xQ2dJU3oxN1lkUk1xYkh0R3pRTlE0bldZUGgyNjNYX3UxcnVjR1FlQk5BYzF3RmVfUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,9 天前
「金龍海嘯」1天就到！恐掀房仲倒閉潮專家：看剩多少,https://news.google.com/read/CBMiyAJBVV95cUxQTmYzTk94SXNIRjlvNm1yQWpsYU9QQ3p6aFUyTmtOSTg5bjl6em9zNmdIU0Zrd1B2ZEVXR0c0WWpPUlhjNEY2MlYtQ3ROaHYwMm5VR1NUYy1SLTBvdkJzSTZFT1RoYTZnbTlCcDNPU0JPT1Fhd1plZzdJRmsxZHhhcVNLMGtKLVA3MXpmRDhodXl2S1EtVmowUUJSQnBRLWtPSXJEUTFfSjRoWi1CZWcyd1hrZDRWRldKRVM1LU02aXgxYmhUZ0hWMUdiSU5JcW1FbnV2cFhPTzl3QVQ1enFBcUpQV0tJYXlRbmdBVHRtRnBfVXdBelNUWE5FaEtSTEFaV1UzRFFXdmdlRHlJUHhPcGlUX0pIYll2SElhUjRWN2pfV3ZnZ3ZBa1ptVjRjQkNROGIyQ0Zxa21FY0I2TmwxdjZHVGJKQjNO?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,21 小時前
防災演練！模擬大地震920將發「國家級警報」、電視台切公視,https://news.google.com/read/CBMi4wJBVV95cUxQb25kcnJ6ZGFHczRFaDdOZ2pwNVZLWjhEdlZVcXpyYzJCc1JrZ0hzdjZrWFI0ZWxDN0oyVjB4SmxUNGZSN1VTaVFCQmhEUmhveVFlUzBFblNJcVNyNGlDREVfVXJ0MElENEszYmx2UWJ3LUUtcjlpU0xxUTMtUENVazdPSGtWNngweV83M0VHVkJsTnRWSTUxbkxsUmdSWDcwM3lJQmlQQnFNUS0xN0ZpZktDSkhJa1FrUWdmdnFQUjQxa1BHcUF4cnpNeXJRZkJ0UjdVMHFzcFFpTXVzRUlRWnB1bHFsSkVtMWd6MVAyWmRuWlVpTlpfRU9WU1BWVklWVkVKM3p6OXB4QlR6SER3TExVVUdTZFdaeHJIZVdvT2VHNVVCWjByU3dYcjltRnB6bm9ndzlRZDUxYmlQX0U5OVRRMWQteDVHVDlKX3ZBTk5ybmI4NmhrdjVHV1daSHlJX2Q0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,9 天前
國家防災月 9/18大規模救災演練、9/20發布國家級警報,https://news.google.com/read/CBMixAJBVV95cUxOSU4yQ0dPbmhncTRoWVZLdzNjbVRiSlJNYkNDNGtMUEVHTzhhR2RBU0JtYU0xSXJLZ084aW5jVlgwMnhISk5tVWZtbDJQUXJONVVvSXUxbEtON19lMUtMV2ZqUFNRd3hTa3FUdWNPTWQxc2lqWlBpWEZlOWd5NzdhTFNpdnNFQV9DcXRQaTA2aHlfSnY0SndNLUV2Wi1wOVF0VE44NnBENFQwR3JKcVotblJndkxpOHh1QnJMM1gzMUZwTmZHN294RWtzZV9TT0t6VXhiRF95Mm84NzEyRHhaRnZfMjFsWUwwdWlidEJDd0Z2cXB1MXAzRUxZQzBleEtxZUpMWDZ3VTJTLXQ0N1QtRmlKMjBsSWRUYlphMXRzQUl6a0JLMTZZQlNzbzllTEt6emhZNkU3dkpHX1NMUW1zTHJXWGU?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,9 天前
國家防災日將登場 劉世芳呼籲抗震保命3步驟,https://news.google.com/read/CBMiugJBVV95cUxQRVhQVEp4UmdVMjM2aTFlZVAwWVZndzF4Ym5sOUxNQUh4NXhXbFk2eDNabzFZMWRRNktrNjFETzVla1BVZkY3aUx2a2tQTHdzdzlXQUc4Uk1SS2lmVy1ralZJeGsxWjNxbFFKcE4zSDZzenQyS2dBdFA5QUFodENMN29sS2VCYkFWd1h4SzdCWGd0ZlY4dlRNUmhpdFhFV0ttZTJEcjVxdWduSW1KQlB2OFVuMnNHdnRzcFV3U3BDelFudU1adU85aE9nZEoybzBfSEloNjlRaE42R2JXdktLdkNWb2lGdTRrbm9hczdObHpIZXdOREFpNHRoZ3N0UXNLNDBtUXNpaWZfWEN4Ry1LZU1MT1hQTWF2dU1XTTFfX2xHVmh6T1pqXzk0MU1HM21ncWQyc3pFU1pqQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,9 天前
「金龍海嘯」恐掀房仲業倒閉潮？ 專家嘆：看活下來的剩多少,https://news.google.com/read/CBMi6wJBVV95cUxNa3pCWVFhelM4Q052bzgxbzF1NUxzSkJydm0waUJHWU1fY1RpRUZMQnlVTzhXNlppMU1CQzN4RFNBZW5LZTVOWGw0SmllODFNQm9BSWZ5TU9xUmFMYWtaRTBZUTJsOUNZX0FDeFRBaEZ6aTR6NWJTanlyNC0wNkU2ZW1RcHJJb3BFSnJaMGZ0d2NyeVMwazRJdGZGMW9jcmVyeEwwMmFrOXNCUEJRZnk5NE9LMjRFZkViRzUyYlpIMGxvckdFNUNFcU96YnN1YWRqNVpZRS11Y3FIa0xFcFZGLUJfak45RUFnWVRacF94YmNUSU1ncWVySm5aVTlyY1EtdVl5QmdLNkhaZlBNQURSZUZ1cFJ6eWRscnNGSGlINFNzT2lPdEVsSWxqdXFoRzJMc25xUWVwY3VPZzNZNFItdDl3eFhfeFBoQUtBMlg3cVhLMGZjem1ycnlmazRfWlkzczZXcmRVVzdrbWM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,昨天
德國搜救隊、聯邦救難犬協會來台 拜會北市消防局交流參訪,https://news.google.com/read/CBMiggNBVV95cUxOUW1obFo4ZUZqUmVyTFQxc3pOcVViR0Z4OXhUblpxMXpmU1hnRUQyVVlXLThaT0hUUGc2OUhBZnlZM1BWakVObk5wRXZya2lHX2tDZkkxbTE4bHh3Qll5TG94TGptZEZrVjBZMWtZZlJKTy1GRERGeDNpaGJSN3ZKd1o4NmZ6UXJSR2IyQTUxSmpTY1ExYmswUE9FTEE3WXpiQ3pmQ1h1TV9qMUg2NW5SeHFsdXdwQ0xnY3N0YWZLUXhuMmduQ2dka3BQcl9LbURVbEtsTWVXS0RhWTVEc3NNeVoySWF3QXJDVm16cWNJMS1QcWN1dFBHVy1xMTBLcEZMV1gwSWxFcEF0ODBCVzBuTmF5YlRfUUZ3VnhXaFBONlF0VlBtY1VqUjZWbDBOVmdQeHVfR0NoTzJlWlVsQmlHUHAyc0E0TEpYaW5IWGlOUGt2Zkg2XzNZTVZhRHFXZU1YX1RCRXk2bnU2MVNRY1FBVVVpQU5oeVFDbVpJM29SMXQwQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,4 天前
德國搜救隊ISAR及BRH聯邦救難犬協會來台！ 交流參訪促合作,https://news.google.com/read/CBMi5gJBVV95cUxPUWpEYzBJeEtaYzNFTDJtVHZmWUdwaWxWWEJ4R1lnZUVWYWE4V2JReDd5SllDa2tBSzZzanc0U1NncUJOZWozLXUzdDJRbUFDV0JHalk1aDB1NnF1M1owWWlYaGR5T2NROEt4czF2b2NWY0xGdjBsODhfX3M0SXNjelV5MzZLZVBlamVUOWQzcDNxRWpiZVMzX3l6eHdkX2Z0cmhVMlE3aklRNFdjMEdzQ2RMVVNCLXRqa1lwSDdGbUVINEpveVNadFlMMEZrNWd4X0xxSW1WenU3bUZUeVdob0RxTlkwcU9EWjlxbDNxU1FUMmZuNE5nQm5FU3BBenh2WXFidmV4V1NhZjB3UE1ISGV2Q0NEeWNncGxyb3BhakhBRWRHYWJIZ3RxcE8wSkpDSGtMLVc3emZJYVNyUkVvSFpSNi02T0dGSjRaWWZkWXowb1dNY0JRVzIwRUxpaDVUbDBVUDVB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,5 天前
中評關注：台灣防災日活動戰備意味濃,https://news.google.com/read/CBMiZ0FVX3lxTE1zUFhCUl9Rbk1hS1hJaEtqSUs1LTNVTDdFVDFfLU1rUEFFSGJ1OV9KNDRTOVRCWXEyRlV1RTl5TWk0SUdRU05nWFEzb3ZBWWkyekxQT0FjWEszcG5XS18wMjViSWpSVjA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中評社,2 天前
大阪9·3海嘯預警演習網友稱被嚇到摔碎手機- 國際,https://news.google.com/read/CBMiekFVX3lxTE1XbWhVazRlM0JNbjZTSm5iY1VQTDBJbUJfRWZmSDRrQkhQUERpSG01aE0zNnpldUhDX0hETVNEbHZreHN2LXc0M3NLcmRfQml0ajhTQS1KN3B0T21TNWFHTG1wOWt4M2pKTHlBRnF1WmdfZy1KNUNzTFhn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,點新聞,18 天前
