代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
8O21,柏瑞新興亞太策略債券基金－Ｎ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,3.16,0.45,0.59,0.18,0.01,1.03億(),2016/7/18,1.43,0.6,0.88,1.15,6.28,8.88,5.43,0.63
8O22,柏瑞新興亞太策略債券基金－Ｎ９美元累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,3.16,0.45,0.59,0.18,0.02,0.29億(),2016/7/14,1.44,0.61,0.89,1.15,6.29,8.9,5.45,0.63
8O25,柏瑞全球策略非投資等級債券基金－Ｎ南月現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.52,0.88,0.67,0.27,0.02,1.21億(),2016/7/27,0.76,2.44,4.85,1.71,9.23,22.71,19.48,18.48
8O26,柏瑞全球策略非投資等級債券基金－Ｎ９南累,穩健型,南非幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.52,0.88,0.67,0.27,0.05,0.39億(),2016/8/18,0.73,2.41,4.81,1.68,9.21,22.68,19.37,18.35
8O27,柏瑞特別股息收益基金－Ｎ美元月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.99,0.14,0.38,-0.13,-0.01,113.42億(),2017/4/5,0.53,-0.53,0.36,0.8,3.56,9.01,7.95,8.51
8O28,柏瑞特別股息收益基金－Ｎ９美元累積(本基金並無保證收益及配息),穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,5.08,0.14,0.39,0,0,11.42億(),2017/4/10,0.64,-0.47,0.48,0.88,3.62,9.11,8.08,8.64
8O29,柏瑞特別股息收益基金－Ｎ人民幣月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.63,0.04,0.38,-0.15,-0.01,33.92億(),2017/4/5,0.29,-0.58,-0.17,0.59,1.71,5.42,4.17,6.9
8O30,柏瑞特別股息收益基金－Ｎ９人民幣累積(本基金並無保證收益及配息),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,4.48,0.04,0.37,-0.08,-0.01,6.43億(),2017/4/5,0.39,-0.54,-0.08,0.71,1.83,5.51,4.31,7.01
8O31,柏瑞特別股息收益基金－Ｎ澳幣月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,澳幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.01,0.18,0.27,0,0,17.31億(),2017/8/1,0.36,0.11,1.58,0.72,3.76,8.86,6.43,1.86
8O32,柏瑞多重資產特別收益基金－Ｎ澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,月配,2.32,0.56,0.54,0.04,0,5.05億(),2018/1/31,0.55,1.71,2.94,1.04,5.86,11.03,7.07,6.81
8O33,柏瑞多重資產特別收益基金－Ｎ９澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,無,2.31,0.56,0.54,0.04,0.01,0.67億(),2018/1/31,0.53,1.7,2.93,1.02,5.85,11.04,7.09,6.79
8O34,柏瑞多重資產特別收益基金－Ｎ人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,3.09,0.25,0.8,-0.02,0,9.87億(),2018/1/31,0.67,0.96,1.09,1.19,3.88,7.49,5.05,9.25
8O35,柏瑞多重資產特別收益基金－Ｎ９人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,無,3.09,0.25,0.8,-0.02,0,1.67億(),2018/1/31,0.67,0.96,1.09,1.19,3.88,7.5,5.06,9.28
8O36,柏瑞多重資產特別收益基金－Ｎ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,3.41,0.38,0.88,0.04,0,25.14億(),2018/1/31,0.94,1.06,1.76,1.38,5.77,11.16,7.79,10.91
8O37,柏瑞多重資產特別收益基金－Ｎ９美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,3.41,0.38,0.88,0.04,0.01,3.83億(),2018/1/31,0.94,1.07,1.77,1.38,5.78,11.19,7.82,10.94
8O40,柏瑞新興動態多重資產基金－Ｎ澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,月配,10.26,0.21,0.69,-0.67,-0.05,0.13億(),2019/10/31,4.27,3.19,2.25,4.21,8.4,9.79,-5.93,-11.84
8O41,柏瑞新興動態多重資產基金－Ｎ人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,10.84,0.16,0.73,-0.73,-0.05,0.46億(),2019/10/31,4.47,2.73,1.22,4.38,7.03,6.87,-7.54,-7.37
8O42,柏瑞新興動態多重資產基金－美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,10.87,0.22,0.74,-0.67,-0.05,0.72億(),2019/10/31,4.8,3.02,2.24,4.71,9.26,11.13,-4.02,-4.06
8O43,柏瑞ＥＳＧ量化債券基金－Ｎ９澳幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,澳幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.99,0.34,0.56,0.12,0.01,1.51億(),2020/1/30,1.2,1.33,1.28,1.07,4.81,6.42,-6.11,-7.31
8O44,柏瑞ＥＳＧ量化債券基金－Ｎ澳幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,澳幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.99,0.34,0.56,0.13,0.01,4.90億(),2020/1/30,1.22,1.34,1.29,1.08,4.82,6.42,-6.12,-7.31
8O45,柏瑞ＥＳＧ量化債券基金－Ｎ９人民幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,人民幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.64,0.17,0.67,0.09,0.01,3.44億(),2020/1/30,1.33,0.92,-0.24,1.28,3.39,4.01,-7,-3.99
8O46,柏瑞ＥＳＧ量化債券基金－Ｎ人民幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,人民幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.64,0.17,0.67,0.09,0.01,10.47億(),2020/1/30,1.33,0.92,-0.24,1.28,3.39,4,-7.01,-4.01
8O47,柏瑞ＥＳＧ量化債券基金－Ｎ９美元累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,美元,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.71,0.3,0.7,0.13,0.01,15.29億(),2020/1/30,1.5,1.04,0.69,1.4,5.17,7.83,-3.59,-3.1
8O48,柏瑞ＥＳＧ量化債券基金－Ｎ美元月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.71,0.3,0.7,0.13,0.01,32.25億(),2020/1/30,1.5,1.04,0.68,1.39,5.16,7.8,-3.62,-3.12
8O49,柏瑞ＥＳＧ量化多重資產基金－Ｎ９美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,5.19,0.43,0.52,-0.02,0,3.96億(),2020/11/30,1.57,1.65,3.61,2.06,9.12,16.8,8.86,
8O50,柏瑞ＥＳＧ量化多重資產基金－Ｎ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,5.19,0.43,0.52,-0.02,0,11.11億(),2020/11/30,1.57,1.64,3.59,2.06,9.1,16.76,8.81,
8O51,柏瑞全球策略量化債券基金－Ｎ９美元累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,美元,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.6,0.37,0.68,0.11,0.01,2.70億(),2021/4/20,1.69,1.26,1.01,1.56,5.97,10.54,0.8,
8O52,柏瑞全球策略量化債券基金－Ｎ美元月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.6,0.37,0.68,0.11,0.01,8.97億(),2021/4/20,1.69,1.26,1,1.55,5.96,10.52,0.78,
8O53,柏瑞全球策略量化債券基金Ｎ９人民幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,人民幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.52,0.21,0.64,0.07,0.01,0.62億(),2021/4/20,1.5,1.06,-0.04,1.45,3.72,6.35,-2.87,
8O54,柏瑞全球策略量化債券基金－Ｎ人民幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,人民幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.53,0.21,0.64,0.07,0.01,1.67億(),2021/4/20,1.5,1.06,-0.04,1.45,3.72,6.34,-2.88,
8O55,柏瑞全球策略量化債券基金－Ｎ南非幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,南非幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.06,0.66,0.58,0.22,0.02,1.26億(),2021/4/20,1.93,2.25,2.73,1.96,8.48,16.47,11.31,
8O56,柏瑞ＥＳＧ量化多重資產基金Ｎ９澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,無,4.53,0.46,0.45,-0.03,0,0.50億(),2020/11/30,1.33,1.88,3.98,1.89,8.6,16.22,7.27,
8O57,柏瑞ＥＳＧ量化多重資產－Ｎ澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,月配,4.53,0.46,0.45,-0.03,0,1.47億(),2020/11/30,1.35,1.89,4,1.91,8.61,16.21,7.26,
8O58,柏瑞ＥＳＧ量化多重資產基金Ｎ９人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,無,5.42,0.31,0.55,-0.05,-0.01,0.73億(),2020/11/30,1.32,1.35,2.31,1.86,7.06,12.85,5.8,
8O59,柏瑞ＥＳＧ量化多重資產基金Ｎ人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,5.41,0.31,0.55,-0.05,0,3.51億(),2020/11/30,1.33,1.35,2.32,1.86,7.06,12.84,5.79,
8O60,柏瑞ＥＳＧ量化多重資產基金Ｎ南非幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,多重資產型,國內-多重資產型,月配,4.25,0.58,0.41,0.17,0.01,1.54億(),2020/11/30,1.53,2.39,4.97,2.21,10.18,21.99,19.75,
8O61,柏瑞ＥＳＧ量化全球股票收益基金Ｎ９人幣累,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.96,0.28,1.07,-0.34,-0.04,0.19億(),2021/9/24,1.46,1.55,5.44,2.96,11.81,24.66,19.25,
8O62,柏瑞ＥＳＧ量化全球股票收益基金Ｎ９美元累,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.97,0.33,1.08,-0.33,-0.04,1.39億(),2021/9/24,1.76,1.84,6.29,3.22,14.17,29.19,23.18,
8O63,柏瑞趨勢動態多重資產基金－Ｎ澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,月配,7.4,0.4,0.68,-0.82,-0.08,0.76億(),2022/1/18,1.16,2.7,4.82,3.24,11.9,19.13,14.54,
8O64,柏瑞趨勢動態多重資產基金－Ｎ９澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,無,7.39,0.4,0.68,-0.82,-0.09,0.15億(),2022/1/18,1.15,2.69,4.81,3.23,11.89,19.14,14.54,
8O65,柏瑞趨勢動態多重資產基金－Ｎ人民幣月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,8.06,0.33,0.76,-0.91,-0.09,1.95億(),2022/1/18,1.09,2.19,3.58,3.16,10.5,16.6,13.14,
8O66,柏瑞趨勢動態多重資產基金－Ｎ９人民幣累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,無,8.06,0.33,0.76,-0.91,-0.1,0.73億(),2022/1/18,1.09,2.18,3.58,3.16,10.5,16.61,13.15,
8O67,柏瑞趨勢動態多重資產基金－Ｎ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,8.12,0.39,0.77,-0.83,-0.08,5.39億(),2022/1/18,1.44,2.39,4.31,3.46,12.59,20.31,15.35,
8O68,柏瑞趨勢動態多重資產基金－Ｎ９美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,8.12,0.39,0.77,-0.83,-0.09,1.50億(),2022/1/18,1.45,2.39,4.33,3.46,12.6,20.33,15.38,
8O69,柏瑞ＥＳＧ減碳全球股票基金Ｎ９人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.4,0.15,1.4,-0.15,-0.02,0.54億(),2022/12/30,1.25,1.25,2.44,2.69,8.07,21.97,,
8O70,柏瑞ＥＳＧ減碳全球股票基金Ｎ９美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.53,0.19,1.42,-0.07,-0.01,0.50億(),2022/12/30,1.64,1.49,3.02,3.02,10.25,26.48,,
8O71,柏瑞利率對策多重資產基金Ｎ澳配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,月配,4.93,0.49,0.49,-0.26,-0.03,0.44億(),2023/6/21,1.35,1.91,3.84,2.51,9.89,,,
8O72,柏瑞利率對策多重資產基金Ｎ９澳累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,國內-多重資產型,無,4.93,0.49,0.49,-0.26,-0.03,0.19億(),2023/6/21,1.34,1.9,3.83,2.51,9.89,,,
8O73,柏瑞利率對策多重資產基金Ｎ人配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,5.65,0.35,0.56,-0.34,-0.04,0.98億(),2023/6/21,1.29,1.39,2.49,2.48,8.25,,,
8O74,柏瑞利率對策多重資產基金Ｎ９人累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,無,5.64,0.35,0.56,-0.34,-0.04,0.22億(),2023/6/21,1.29,1.39,2.49,2.48,8.26,,,
8O75,柏瑞利率對策多重資產基金Ｎ美配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,5.8,0.45,0.58,-0.26,-0.03,2.08億(),2023/6/21,1.65,1.65,3.38,2.78,10.48,,,
8O76,柏瑞利率對策多重資產基金Ｎ９美累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,5.8,0.45,0.58,-0.26,-0.03,0.22億(),2023/6/21,1.65,1.66,3.4,2.79,10.49,,,
8O77,柏瑞科技多重資產基金Ｎ美月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,10.36,0.21,0.95,0,0,3.11億(),2023/12/7,2.5,1.83,0.47,3.1,8.51,,,
8O78,柏瑞科技多重資產基金Ｎ９美累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,10.36,0.21,0.95,0,0,0.66億(),2023/12/7,2.51,1.84,0.48,3.11,8.52,,,
8O79,柏瑞多重資產特別收益基金Ｎ日幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,日圓,全球,國內,多重資產型,國內-多重資產型,月配,2.77,0.03,0.7,-0.04,0,5.08億(),2023/6/8,0.24,-0.19,0.42,0.47,1.5,,,
8O80,柏瑞多重資產特別收益基金Ｎ９日幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,日圓,全球,國內,多重資產型,國內-多重資產型,無,2.77,0.03,0.7,-0.04,0,4.15億(),2023/6/7,0.24,-0.19,0.42,0.47,1.5,,,
8O81,柏瑞科技多重資產基金Ｎ日幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,日圓,全球,國內,多重資產型,國內-多重資產型,月配,,,,-0.61,-0.06,4.10億(),2024/5/13,0.16,-0.84,0.58,0.44,,,,
8P01,瀚亞多重收益優化組合基金－Ｓ月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,台幣,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,月配,3.65,0.94,0.3,-0.1,-0.01,11.58億(),2018/9/26,1.61,3.17,5.91,2.5,13.8,27.27,29.56,33.97
8P02,瀚亞美國高科技基金ＳＡ累積,穩健型,台幣,美國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,22.25,0.32,0.89,-1.07,-0.2,0.16億(),2021/11/1,-1.23,6.71,11.14,3.71,26.02,59.88,84.5,
8Q01,瀚亞多重收益優化組合基金－Ｓ美元月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,月配,5.21,0.46,0.51,-0.24,-0.02,9.86億(),2018/9/26,1.59,2.21,3.55,2.47,9.71,19.37,11.74,21.85
8Q02,瀚亞多重收益優化組合基金－Ｓ人民幣月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,人民幣,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,月配,4.56,0.48,0.44,-0.72,-0.06,5.90億(),2018/9/26,1.22,1.95,4.07,1.59,9,20.93,16.72,22.56
8Q03,瀚亞多重收益優化組合基金－Ｓ澳幣月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,澳幣,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,月配,3.29,0.76,0.28,-0.54,-0.05,2.13億(),2018/9/26,0.9,2.97,5.6,1.26,10.28,21.91,14.82,14.62
8X01,富蘭克林華美全球非投資等級債基金─人累積,穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.85,0.37,0.71,-0.06,-0.01,1.21億(),2014/10/1,0.03,0.79,1.7,0.34,4.95,12.99,6.5,10.13
8X02,富蘭克林華美全球非投資等級債券人Ｂ月配現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.85,0.37,0.71,-0.06,0,1.05億(),2014/10/1,0.03,0.79,1.7,0.35,4.96,12.99,6.51,10.15
8X03,富蘭克林華美中國Ａ股基金－人民幣,積極型,人民幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.9,0.24,0.45,-0.62,-0.05,2.44億(),2015/8/3,1.64,1.13,7.04,-0.12,12.41,-6.71,-21.82,-16.04
8X04,富蘭克林華美中國消費基金－人民幣,積極型,人民幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,14.51,0.23,0.48,-0.66,-0.07,1.67億(),2015/8/3,2.03,1.05,8.88,0.57,12.47,4.46,-12.23,-12.52
8X05,富蘭克林華美新世界股票基金－人民幣,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.82,0.43,1.12,-1.72,-0.52,1.68億(),2015/11/6,-1.36,4.29,10.58,0.68,29.78,69.12,29.78,70.67
8X07,富蘭克林華美多重資產收益基金－人民幣累積(本基金有相當比重投資於非投資等級之高風險債券)(停止申購,穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,無,7.94,0.47,0.63,-1.18,-0.18,0.02億(),2016/5/18,-0.26,1.55,6.26,1.07,14.74,35.3,34.94,31.42
8X08,富蘭克林華美多重資產收益基金－人民幣月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,國內-多重資產型,月配,7.89,0.47,0.62,-1.11,-0.09,1.93億(),2016/5/18,-0.28,1.53,6.34,1.06,14.81,35.44,34.98,31.49
8X09,富蘭克林華美多重資產收益基金－南非幣累積(本基金有相當比重投資於非投資等級之高風險債券)(停止申購,穩健型,南非幣,全球,國內,多重資產型,國內-多重資產型,無,5.91,0.45,0.13,-1.46,-0.3,0.00億(),2016/5/18,-0.98,3.06,7.62,-0.2,10.75,30.01,42.79,55.19
8X10,富蘭克林華美多重資產收益基金－南非幣月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,多重資產型,國內-多重資產型,月配,5.99,0.44,0.14,-1.57,-0.09,2.01億(),2016/5/18,-1.1,3,7.59,-0.28,10.68,29.94,42.97,55.15
8X11,富蘭克林華美亞太平衡基金─人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,亞太,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,9.46,0.28,0.56,0,0,0.22億(),2016/8/29,3.22,3.01,0.86,3.45,10.61,14.34,-4.77,-0.62
8X12,富蘭克林華美全球非投資等級債券人Ｃ月配現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.86,0.37,0.71,-0.06,0,1.01億(),2017/3/2,0.03,0.79,1.7,0.35,4.96,13,6.52,10.16
8X13,富蘭克林華美全球非投資等級債基金南非Ａ累(停止申購),穩健型,南非幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.98,0.51,0.5,0.16,0.03,0.04億(),2015/10/2,1.3,1.93,2.92,1.68,6.68,21.3,19.48,32.15
8X14,富蘭克林華美全球非投資等債基金南非Ｂ月現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.99,0.51,0.51,0.16,0.02,0.05億(),2015/10/2,1.3,1.93,2.92,1.68,6.67,21.3,19.49,32.16
8X15,富蘭克林華美特別股收益基金－人民幣月配現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.23,-0.07,0.5,-0.45,-0.03,2.36億(),2018/4/9,-0.58,-0.68,-0.14,0.47,-0.48,0.69,-3.66,3.54
8X16,富蘭克林華美特別股收益基金－南非幣月配現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.42,0.1,0.51,0,0,0.39億(),2018/4/9,0.66,0.65,1.75,2,3.3,9.68,9.73,22
8X17,富蘭克林華美新興國家固定收益基金－人月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.46,-0.06,1.06,0.27,0.01,1.30億(),2019/4/9,2.66,0.57,-2.73,3.11,-0.71,7.82,-10.43,-17.06
8X18,富蘭克林華美新興國家固定收益基金－南月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.17,0.07,0.97,0.26,0.01,0.72億(),2019/4/9,2.95,1.56,-0.66,3.49,2.75,16.42,1.45,-1.5
8X19,富蘭克林華美ＡＩ新科技基金－Ａ人民幣累積,積極型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,18.19,0.38,1.19,-1.6,-0.25,4.27億(),2020/12/3,-2.1,1.92,8.29,-0.39,26.39,88.28,62.83,
8X20,富蘭克林華美ＡＩ新科技基金－南非幣累積,積極型,南非幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.48,0.4,0.68,-1.81,-0.31,2.18億(),2020/12/3,-2.77,3.44,9.71,-1.64,22.03,81.66,72.54,
8X21,富蘭克林華美生技基金－人民幣累積,穩健型,人民幣,美國,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.95,-0.11,0.76,0.23,0.03,0.12億(),2022/5/19,2.59,-0.15,-5.84,1.87,-5.22,15.87,,
8X22,富蘭克林華美生技基金－南非幣累積,穩健型,南非幣,美國,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.56,-0.19,0.57,0,0,0.12億(),2022/5/19,1.88,1.37,-4.6,0.57,-8.44,11.99,,
8X23,富蘭克林華美全球基礎建設收益基金Ｂ人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,10.79,0.22,0.85,-0.75,-0.08,0.54億(),2024/1/31,-0.18,-1.16,3.83,1.46,9.47,,,
8Y06,景順全球優選短期非投資等級債券基金美月現(本基金主要係投資於非投資等級之高風險債券)(停止申購,穩健型,美元,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,1.97,0.71,0.47,0.04,0,1.25億(),2020/8/28,0.74,1.21,2.39,1.3,6.18,13.91,8.33,
8Z03,景順全球優選短期非投資等級債券－人幣累積(本基金主要係投資於非投資等級之高風險債券)(停止申購,穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.63,0.62,-0.04,-0.41,-0.05,0.06億(),2021/4/8,-0.51,1.29,4.04,0.2,7.01,19.97,24.34,
8Z04,景順全球優選短期非投資等級債券－人幣月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金)(停止申購,穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.62,0.62,-0.04,-0.41,-0.04,0.67億(),2021/4/8,-0.51,1.3,4.05,0.21,7.02,19.98,24.35,
